date,target
2017-12-05,1356
2017-12-05,1356
2017-12-05,1356
2017-12-05,1356
2017-12-05,1352
2017-12-05,1352
2017-12-05,1352
2017-12-05,1352
2017-12-05,1403
2017-12-05,1403
2017-12-05,1403
2017-12-05,1403
2017-12-06,1416
2017-12-06,1416
2017-12-06,1416
2017-12-06,1354
2017-12-06,1354
2017-12-06,1354
2017-12-06,1395
2017-12-06,1395
2017-12-06,1395
2017-12-07,1416
2017-12-07,1416
2017-12-07,1416
2017-12-07,1416
2017-12-07,1412
2017-12-07,1412
2017-12-07,1412
2017-12-07,1412
2017-12-07,1384
2017-12-07,1384
2017-12-07,1384
2017-12-07,1384
2017-12-07,675
2017-12-07,675
2017-12-07,675
2017-12-07,675
2017-12-08,695
2017-12-08,695
2017-12-08,695
2017-12-08,695
2017-12-08,693
2017-12-08,693
2017-12-08,693
2017-12-08,693
2017-12-08,694
2017-12-08,694
2017-12-08,694
2017-12-08,694
2017-12-08,691
2017-12-08,691
2017-12-08,691
2017-12-08,691
2017-12-09,695
2017-12-09,695
2017-12-09,695
2017-12-09,695
2017-12-09,700
2017-12-09,700
2017-12-09,700
2017-12-09,700
2017-12-09,696
2017-12-09,696
2017-12-09,696
2017-12-09,696
2017-12-09,697
2017-12-09,697
2017-12-09,697
2017-12-09,697
2017-12-10,703
2017-12-10,703
2017-12-10,703
2017-12-10,996
2017-12-10,996
2017-12-10,996
2017-12-10,1380
2017-12-10,1380
2017-12-10,1380
2017-12-11,1385
2017-12-11,1385
2017-12-11,1385
2017-12-11,1385
2017-12-11,1416
2017-12-11,1416
2017-12-11,1416
2017-12-11,1416
2017-12-11,1359
2017-12-11,1359
2017-12-11,1359
2017-12-11,1359
2017-12-11,1387
2017-12-11,1387
2017-12-11,1387
2017-12-11,1387
2017-12-12,1408
2017-12-12,1408
2017-12-12,1408
2017-12-12,1408
2017-12-12,1407
2017-12-12,1407
2017-12-12,1407
2017-12-12,1407
2017-12-12,1373
2017-12-12,1373
2017-12-12,1373
2017-12-12,1373
2017-12-12,1406
2017-12-12,1406
2017-12-12,1406
